identifier,name_consignee,address_1_consignee,address_2_consignee,address_3_consignee,address_4_consignee,city_consignee,zip_code_consignee,country_code_consignee,name_consignor,address_1_consignor,address_2_consignor,address_3_consignor,address_4_consignor,city_consignor,zip_code_consignor,country_code_consignor
202001042995,HATHI BRAND FOODS INC,"39201,CHERRY ST",,,,NEWARK,94560,US,,,,,,,,
202001042997,INTREPID INTERNATIONAL,116 KING COURT IND.PARK PO,BOX 422 NEW HOLLAND PA17557,,,NEW HOLLAND,,US,"XIAMEN GREAT IMP.&EXP. CO.,LTD.","ROOM 604B YUNTONG CENTER,NO.95,1ST","RD,XIANGYU FREE-TRADE ZONE,XIAMEN",,,XIAMEN,,CN
202001042999,DANMAR LINES LTD.,16TH FLOOR 33 WASHINGTON STREET,NEWARK NJ 07102,UNITED STATES,,,,,DHL GLOBAL FORWARDING (MALAYSIA) SD,"PLOT 66 NON FREE TRADE ZONE, BAYAN",BAYAN LEPAS PULAU PINANG 11900,MALAYSIA,,,,
202001043002,"NORCA INDUSTRIAL COMPANY,LLC","ONE HOLLOW LANE, SUITE 200,",,,,LAKE SUCCESS,11042,US,GVN FUELS LIMITED,"PLOT NO. 106, SECTOR-44",,HARYANA,,GURGAON,122002,IN
202001043004,CNC NAIL PRODUCTS LLC,7351 LOCKPORT PI STE H LORTON,VA 22079 USA,,,,,,BAC HA CO LTD,15 LAM SON STR PHUOC HOA COMMUNE,TAN THANH DISTRICT,BA RIA VUNG TAU PROVINCE VIETNAM,,,,
202001043007,PACIFIC PIER INC,1180 NW MAPLE STREET SUITE 102 ISSA,QUAH WA 98027,,,,,,LEO PAPER PRODUCTS LTD,LEVEL 9 TELFORD HOUSE 16 WANG HOI,ROAD KOWLOON BAY KOWLOON HONG K,ONG,,,,
202001043009,"NEATON ROME, INC.",1634 TECHNOLOGY PARKWAY,,,,ROME,30165,US,"SAHA SEIREN CO.,LTD.","127 M.1 SUWANNASORN RD, T.NONTRI,",,KABINBURI,,PRACHINBURI,,TH
202001043009,"NEATON ROME, INC.",1634 TECHNOLOGY PARKWAY,,,,ROME,30165,US,"SAHA SEIREN CO.,LTD.","127 M.1 SUWANNASORN RD, T.NONTRI,",,KABINBURI,,PRACHINBURI,,TH
202001043009,"NEATON ROME, INC.",1634 TECHNOLOGY PARKWAY,,,,ROME,30165,US,"SAHA SEIREN CO.,LTD.","127 M.1 SUWANNASORN RD, T.NONTRI,",,KABINBURI,,PRACHINBURI,,TH
202001043009,"NEATON ROME, INC.",1634 TECHNOLOGY PARKWAY,,,,ROME,30165,US,"SAHA SEIREN CO.,LTD.","127 M.1 SUWANNASORN RD, T.NONTRI,",,KABINBURI,,PRACHINBURI,,TH
202001043009,"NEATON ROME, INC.",1634 TECHNOLOGY PARKWAY,,,,ROME,30165,US,"SAHA SEIREN CO.,LTD.","127 M.1 SUWANNASORN RD, T.NONTRI,",,KABINBURI,,PRACHINBURI,,TH
202001043009,"NEATON ROME, INC.",1634 TECHNOLOGY PARKWAY,,,,ROME,30165,US,"SAHA SEIREN CO.,LTD.","127 M.1 SUWANNASORN RD, T.NONTRI,",,KABINBURI,,PRACHINBURI,,TH
202001043009,"NEATON ROME, INC.",1634 TECHNOLOGY PARKWAY,,,,ROME,30165,US,"SAHA SEIREN CO.,LTD.","127 M.1 SUWANNASORN RD, T.NONTRI,",,KABINBURI,,PRACHINBURI,,TH
202001043009,"NEATON ROME, INC.",1634 TECHNOLOGY PARKWAY,,,,ROME,30165,US,"SAHA SEIREN CO.,LTD.","127 M.1 SUWANNASORN RD, T.NONTRI,",,KABINBURI,,PRACHINBURI,,TH
202001043012,CARTS MD LLC,16205 ST TAMIAMI TRL STE 5,,FORT MYERS FL33908 US,,,,,ZHONGSHAN ETECH ELECTRIC VEHICLE CO,23 GUINAN INDUSTRY ZONE WUGUISHAN,TOWN ZHONGSHAN GUANGDONG CHINA,ZHONGSHAN CN,,,,
202001043014,AMERICAN COMPLETION TOOLS INC,3084 SOUTH BURLESON BLVD,"BURLESON ,TX 76028",USA TEL +1 817 790 6608,BURLESON TX76028US,,,,PARVEEN INDUSTRIES PVT LTD,465 466 467 EPIP HSIDC INDL ESTATE,KUNDLI SONEPAT,INDIA,SONEPAT HR131028 IN,,,
202001043015,TESOROS TRADING COMPANY,"7251 W.LAKE MEAD BLVD.,SUITE 300","VEGAS, NV CALIFORNIA 89128 USA",LAS VEGAS 89128 US,LAS VEGASCA89128 US,,,,"LANNA AGRO INDUSTRY CO.,LTD","106-5 MU 8, CHIANGMAI-LAMPANG RD.,",T.SARAPHI A.SARAPHI,CHIANGMAI 50140 TH,CHIANGMAI 50140TH,,,
202001043017,SOFIDEL AMERICA NEVADA,3515 NORTH LA S VEGAS BLVD,"LAS VEGAS 89109 NEVADA, NV UNITED",STATES,,,,,SAVINO DEL BENE S.P.A. LIVORNO,"VIA DELLE CATERATTE, 116/118","LIVORNO 57122 LIVORNO, LI ITALY",,,,,
202001043019,PREFERRED BRANDS INTERNATIONAL INC.,"3 LANDMARK SQUARE,5TH FLOOR,STAMFOR","D,CONNECTICUT,UNITED STATES",,,,,,TASTY BITE EATABLES LTD.,"PO-BHANDGAON, TAL-DAUND,,PUNE,MAHAR","ASHTRA,INDIA",,,,,
202001043024,NEW INDIA BAZAR,885 YOSEMITE WAY,MILPITAS,CA 95035 US,,,,,PACHRANGA INTERNATIONAL PVT.LTD.,"PLOT NO-45,SECT-25,PART-2 ,HUDA IND",PANIPAT,IN,,,,
202001043033,JOHN VAN VLAARDINGEN,175 1ST STREET SOUTHUNIT 1101 FLORI,FLORIDA CITY FL 33701 UNITED STATES,,,,,,MALTE ASMUS,HOLZENER STRASSE 76,MENDEN/SAUERLAND NW 58708 GERMANY,,,,,
202001043043,"THREADED SCREW PRODUCTS CO., INC.",230 BARLEY,,SHEAF RD.,,THORNDALE,193720507,US,"LINKWELL INDUSTRY CO., LTD.","6TH FLOOR NO.227 SEC.1,",,"FU-SHING S.RD.,",,TAIPEI,,TW
202001043045,J-M MEADVILLE PLANT,15661,,"DELANO ROAD,",,COCHRANTON,16314,US,NAN YA PLASTICS CORPORATION,"201,",,"TUNG HWA N. RD.,",,TAIPEI,,TW
202001043046,AVIAR LLC,6841 N. ROCHESTER ROAD,,BUILDING 6825B,,ROCHESTER HILLS,48306,US,"SAN SWA ENTERPRISE CO., LTD.","NO.16, LANE 72, YU TSAI RD.,",,"GANGSHAN DIST.,",,KAOHSIUNG,,TW
202001043047,IMPACT PRO PART INC.,"5000 JACKSON STREET,","HYATTSVILLE, MD 20781",,,,,,"JUI LI ENTERPRISE CO., LTD.","22 KAONAN RD., JENWU HSIANG","KAOHSIUNG HSIEN, TAIWAN, R.O.C.",,,,,
202001043051,NISSAN NORTH AMERICA INCORPORATED,ONE NISSAN WAY,FRANKLIN TN 37067,UNITED STATES,,,,,GUANGZHOU DFS ENTERPRISE COMPANY LI,"ROOM A047, 8 FENGSHEN ROAD, HUADU",GUANGZHOU GD 510800,CHINA,,,,
202001043062,SUPER TRANS LINES INC,SUITE 521 3300 BUCKEYE ROAD,ATLANTA GA 30341,UNITED STATES,,,,,GLOBAL ALLIANCE LOGISTICS CO.,"ROOM 1808, 18/F GREENLAND",SHANGHAI SH 200063,CHINA,,,,
202001043085,GEO PRODUCTS LLC,161 TECHNOLOGY PARK DR,KILMARNOCK VA 22482,,,,,,GEOTECH VIETNAM CO LTD,HUONG CANH INDUSTRIAL CLUSTER,HUONG CANH TOWN BINH XUYEN DISTRICT,VINH PHUC PROVINCE VIETNAM,,,,
202001043092,AMERICAN HOLT CORPORATION,203,,"CARNEGIE ROW,",,NORWOOD,02062,US,CHANG PO ASSOCIATED LTD.,"2FL-2, NO.95, SEC.3",,ROOSEVELT RD,,TAIPEI,,TW
202001043093,BELMONT FABRICS LLC,14 S.,,"BELMONT RD.,",,PARADISE,17562,US,JET WELL FABRIC ENTERPRISE LTD.,"11FL., NO.112, SEC.2,",,"KEELUNG RD.,",,TAIPEI,,TW
202001043098,PARKER HANNIFIN SERVICE CENTER,7100 WINSTEAD DRIVE,LOUISVILLE KY 40258 US,,,,,,PARKER HANNIFIN INDIA PVT LTD,"KHASARA # 145,146, 153/1, 153/3","157, AMRAVATI ROAD,, BAZARGAON","NAGPUR, MAHARASHTRA 440 023 MH IN",,,,
202001043099,SEEKCO INTERNATIONAL LLC,18747 S. LAUREL PARK RD,"RANCHO DOMINGUEZ,CA 90220",UNITED STATES OF AMERICA,,,,,PEARLY TYRE COMPANY LIMITED,RM 1607 TREND CTR 29-31,CHEUNG LEE ST CHAI WAN HONG KONG,,,,,
202001043103,PRESCIENT COMPANY INC,14401 W 65TH WAY,UNIT B,,,ARVADA,80004,US,MOTION METRIKS COMPONENTS PVT LTD,"PLOT NO.B-64, NICE,SATPUR M.I.D.C.",,,,NASIK,422007,IN
202001043106,BEN SOLEIMANI,"1031, WEST MANCHESTER BLVD","SUITE G INGLEWOOD,",CA 90301,USA CA 90301 US,,,,DYNATECH IMPEX,"VASANT VIHAR, CIVIL LINES",MORADABAD-244001,INDIA,244001 IN,,,
202001043110,GLASS CASTLE,843,,"US HIGHWAY 202,",,NESHANIC STATION,08853,US,MAXEST INDUSTRIAL INCORP.,"NO.30, LANE 60, SHUANG-CHENG RD.,",,XINDIAN DIST.,,TAIPEI,,TW
202001043111,HUDSON LOCK.LLC.,81,,"APSLEY STREET,",,HUDSON,01749,US,YUH LIN COMPANY LTD.,"3RD.FL, 51, ALLEY 25,",,"LANE 113, MING SHENG E.RD.,SEC. 3,",,TAIPEI,,TW
202001043114,GLASSCRAFTERS INC.,193,,"VETERANS BLVD,",,CARLSTADT,07072,US,MAXEST INDUSTRIAL INCORP.,"NO.30, LANE 60, SHUANG-CHENG RD.,",,"XINDIAN DIST.,",,TAIPEI,,TW
202001043115,"HARRINGTON HOISTS,INC.",11,,INDUSTRIAL ROAD,,ELIZABETHTOWN,17022,US,"TEND TECHNOLOGY CO., LTD.","10F, NO.103-1, SEC.4, SAN HO ROAD,",,"SAN CHUNG CITY,",,TAIPEI,,TW
202001043123,MAHARISHI AYUR-VED PRODUCTS,"INTL.INC.,",,"1680 HWY 1 NORTH. SUITE 2200,",,FAIRFIELD,52556,US,MAHARISHI AYURVEDA PROD. PVT LTD,"PLOT NO. 17-18, NSEZ,",,NOIDA,,UTTAR PRADESH,201305,IN
202001043125,TREDIT TIRE & WHEEL CO. INC.,"2645 BLACKTHORNE COURT,",,,,YORK,17406,US,"JIAN SIN INDUSTRIAL CO., LTD.","NO.3,CHANG-PIN E 1ST RD ,",,"HSIEN-HIS HSIANG,",,CHANGHWA HSIEN,,TW
202001043132,"PDQ INDUSTRIES, INC.","2230 EMBASSY DRIVE LANCASTER PA,",17603 USA,US,,,,,HUNG CHIN ARCHITECTURAL HARDWARE CO,"3F.-1, NO.53-13., SIZHAN BRIDGE,","GUZHUANG, SANZHI DIST., NEW","TAIPEI CITY 25242, TAIWAN R.O.C.",TW,,,
202001043136,EAST BAY LOGISTICS,1800 MERCED ST,"SAN LEANDRO, CA 94577 US",,,,,,COFFEIN COMPAGNIE DR. ERICH SCHEELE,191A SEBALDSBRUECKER HEERSTR.,"BREMEN, HB 28309 DE",,,,,
202001043142,M/S HOUSE OF SPICES (INDIA) INC.,"127-40, WILLETS POINT BLVD,","FLUSHING, NEW YORK 11368",UNITED STATES OF AMERICA,,,,,PARLE PRODUCTS PVT. LTD.,"NORTH LEVEL CROSSING,","VILE PARLE (EAST),",MUMBAI-400 057. (INDIA),,,,
202001043151,"BENSOLEIMANI.COM,INC","1031 W. MANCHESTER BLVD,","NIT G H INGLEWOOD,",CA 90301,USA CA 90301 US,,,,H.S EXPORTS,D2 430 SHIV DURGA VIHAR,"LAKADPUR,FARIDABAD",HARYANA-121010,INDIA 121010 IN,,,
202001043155,IKEA SUPPLY AG 4104 INDUSTRIAL,PARKWAY 93243 LEBEC,US CUSTOMS DEPARTMENT,TEL 484 803 9015,EMAIL IKEA2.USDOIKEA.COM,,,,MEDIA PROFILI S.R.L.,VIA CAVOUR 56,33080 PRATA DI PORDENONE,IT,,,,
202001043157,HADCO METAL TRADING,"1201 CITATION WAY,",SILVER WINGS,"INDUSTRIAL PARK,",BAKERSFIELD CA 93308 USA,,,,STEEL FACTORIES KIRYAT GAT,"LTD 51 HAEREZ ST., KIRYAT GAT",82023 ISRAEL,PINHAS KITAYEVICH),TEL 972-8-681-0156;,,,
202001043160,MCLANE GLOBAL HOUSTON,"1902 CYPRESS STATION, SUITE 200","HOUSTON,TX 77090, USA.",TEL. 281-210-3295,FAX 281-210-3296,,,,EL RASHIDI EL MIZAN CONFECTIONERY,"PLOT 38-39, 2ND INDUSTRIAL ZONE,",6TH OF OCTOBER CITY-EGYPT,TEL. (+202) 3820 2916,FAX. (+202) 3820 2018,,,
202001043162,RAYS FOODS IMPORTS LLC,6020 JESSAMINE STREET STE 401,HOUSTON TX 77081,USA,,,,,OBIJI FOODS LIMITED,9 OBIJI CLOSE MGIDI IMO,"STATE,NIGERIA",,,,,
202001043164,OMAX LLC,"11 REESE DR,",,NEWARK DE19711 US,,,,,WEGMANS FURNITURE INDUSTRIES S B,"LOT PTD 3504, JALAN BAKRI,","BATU 7 1-2,",MUAR JH84200 MY,,,,
202001043166,"SESAME MEDITERRANEAN GRILL, INC",MANTON AVE WOODLAND HILLS,CA 91387 USA,RONIT@SOOMSOOMFRESH.COM,WOODLAND HILLS CA 91387 US,,,,"PITA EXPRESS LTD.,","8., HAYARDEN STREET",YAVNE,ISRAEL,YAVNE IL,,,
202001043168,LAVAZZA PREMIUM COFFEES CORPORATION,120 WALL STREET 27TH FLOOR,NEW YORK NY 10005 US,,,,,,LUIGI LAVAZZA SPA,VIA BOLOGNA 32,TORINO IT,,,,,
202001043172,"AAF IMPORT, INC.6525 JIMMY CARTER","BLVD,NORCROSS,","GA 30071, USA",,,,,,C.P.,"INTERTRADE CO.,LTD.313 C.P.TOWER,","SILOM ROAD, BANGRAK,BANGKOK 10500,",THAILAND,,,,
202001043179,GREAT LUCK INC,369 VAN NESS WAY,SUITE 809 TORRANCE CA 90501,TEL. 310-984-1340,,,,,PT. PWT LOGISTICS,GEDUNG GRAHA KENCANA 6TH FLOOR,JL.RAYA PERJUANGAN NO.88,JAKARTA 11530 INDONESIA,,,,
202001043182,"NISSIN INT L TRANSPORT USA,",.,"73 SOUTHWOODS PKWY STE 100, ATLANTA",ATLANTA GA 30354 US,,,,,"SIAM NISTRANS CO.,LTD.",.,"FL.,15,191 82 FL.11 RATCHADAPISEK R",OAD BANGKOK BKK 10110 TH,,,,
202001043188,ZOO MED LABORATORIES INC,"3650, SACRAMENTO DRIVE",,,,SAN LUIS OBISPO,93401,US,EARTHSCAPE (PVT) LTD,HEVANA ROAD,,THUTHTHIRIPITIYA,,NATTANDIYA,,LK
202001043192,SEAWAY LOGISTICS SOLUTIONS LLC.,.,"910 OAK TREE AVE,SUITE-H SOUTH PLAI","PLAINFIELD, NJ NJ 07080 US",,,,,AMRIT SEAIR EXPRESS PVT.LTD.,.,ANT NAGAR EAST OF KAILASH NEW DELHI,DL 110065 IN,,,,
202001043200,SUT FOODS INC,415 EAST ALONDRA BLVD,,,,GARDENA,90248,US,SELECT EXPORTS,NEAR CHHATTAR CHEMICALS,,KAITHAL ROAD HR,,KARNAL,132001,IN
202001043204,ANDERSON INDUSTRIAL ENGINES,ENTERPRISE WAY,,,,MODESTO,95356,US,JCB POWER SYSTEMS LTD,"1000 PARK AVENUE, DOVE VALLEY PARK",,FOSTON,,DERBY,,GB
202001043212,DAL-TILE CORPORATION (373),150 E. TRIMBLE ROAD,,,,SAN JOSE,95131,US,,,,,,,,
202001043215,QUALITY PRODUCTS INC,"1850 S 10TH ST, 22",,,,SAN JOSE,95112,US,PACHRANGA INTERNATIONAL (P) LTD.,"45 HUDA , INDUSTRIAL AREA,",,"SECTOR-25, PHASE-II,",,PANIPAT,132103,IN
202001043216,"CURLEW CREEK PACKAGING, LLC",1312 SOUTH PINE FEATHERVILLE RD,"PINE, IDAHO 83647, USA",IDAHO ID 83647 US,,,,,EMMBI INDUSTRIES LIMITED,"9921 & 9, MADHUBAN INDUSTRIAL EST","MADHUBAN DAM ROAD, RAKHOLI, UNION",SILVASSA GUJARAT 396230 IN,,,,
202001043217,JJR GLOBAL INC.,4015 MISSION VALLEY DRIVE,MISSOURI CITY 77459,,,,,,ADF FOODS LIMITED,"PLOT NO.77, 83 86, 94 &","C 1-40,40 1,40 2,40 3",GIDC INDUSTRIAL ESTATE 387001 IN,,,,
202001043218,SCHAEFFLER GROUP USA,PLANT 52 ITC,170 CALVARY ROAD,CHERAW SC 29520 US,,,,,ANTON HAERING KG,WERK FUER PRAEZISIONS-TECHNIK,ANTON-HAERING-STR. 1,BUBSHEIM DE,,,,
202001043238,ORCA BAY FOODS LLC,2729 6TH AVE SOUTH SUITE200,SEATTLE WA 98134,IMPORTSMURPHYOVEAS.COM,,,,,BANGKOK SEAFOOD CO. LTD.,66 19 MOO3 EKKACHAI ROAD NADEE,MUEANG SAMUT SAKHON SAMUT SAKHON,74000 THAILAND,,,,
202001043239,PYONGSAN AMERICA INC,760 WEST VETERANS BLVD,AUBURN AL 36832,TEL +1334 707 2743,,,,,PYONGSAN INTERNATIONAL (THAILAND) C,578 MOO4 TAMBOL MAKAMKHU AM-PUR,NIKOMPATTANA RAYONG 21180 THAILAND,,,,,
202001043240,FEDEX TRADE NETWORKS TRANSPORT BRO,3700 N COMMERCE DR,EAST POINT GA 30344,UNITED STATES,,,,,FEDEX TRADE NETWORKS TRANSPORT BRO,909 AMPLE TOWER BLDG 11F RM 11 1,DEBARATNA RD NORTH BANGNA,BANGNA BANGKOK 10260,,,,
202001043241,"TIETEX INTERNATIONAL, LTD.",PO BOX 6218 SPARTANBURG,"SC, 29304 USA",,,,,,TEIJIN POLYESTER (THAILAND) LTD.,"1 1 MOO 3, TAMBON KLONG NUENG,",AMPHUR KLONG LUANG,"PATHUMTHANI 12120, THAILAND",,,,
202001043242,AST TEXTILE GROUP INC.,12537 CERISE AVE.,,,,HAWTHORNE,90250,US,UNITECH INDUSTRIES SRL,VIA PARUGIANO DI SOTTO 41-43,,,,MONTEMURLO,59013,IT
202001043243,LIFE HOTEL MOTEL SUPPLY,"4883, AMERICAN WAY","MEMPHIS, TN, 38118",,,,,,SAJID TEXTILE INDUSTRIES (PVT) LTD.,"PLOT # A-88, SCHEME-33, S.I.T.E","SUPER HIGHWAY, AHSANABAD,",KARACHI-PAKISTAN,,,,
202001043244,"NAKED WINES.COM, INC",135 GASSER DRIVE SUITE A,,,,NAPA,94559,US,ARABELLA WINES,ROUTE 60,,,,ASHTON,,ZA
202001043245,"INTEX DIY INC.,","100 LEGGETT DRIVE,",VILLA RICA GA 30180 US,VILLA RICA GA30180 US,,,,,A.A. ENTERPRISES,FIRST FLOOR DP-5 SECTOR 12-D,"NORTH KARACHI INDUSTRIAL AREA,",KARACHIPK,,,,
202001043249,DIVIS LABORATORIES LIMITED,C/O SWIFT CARGO INC,,11835 SMITH AVE ATTN: ABBY,,SANTA FE SPRINGS,90670,US,DIVIS LABORATORIES LIMITED - SEZ UN,"FACTORY: CHIPPADA VILLAGE,BHEEMUNIP","ATNAM MANDAL,",,,VISAKHAPATNAM,,IN
202001043252,"LAFFORT USA, INC.","1460 CADER LANE,",SUITE C.,"PETALUMA, CA 94954 US",,,,,LAFFORT,11 RUE ARISTIDE BERGES,FLOIRAC 33270 FR,,,,,
202001043258,"COLUMBIA CONTAINER LINES,INC",11 N MONTAGUE STREET,"VALLEY STREAM, NY 11580",T- 718-995-5071 F- 718-995-5078,,,,,COMBINED FREIGHT INTERNATIONAL,07/04 ARKAY SQUARE (EXT) NEW CHALLI,"SHAHRA-E-LIAQUAT, KARACHI-PAKISTAN.","TEL +92-21-32465741-45 ,ON BEHALF",OF AA ENTERPRISES,,,
202001043260,POTATO BARN (M),"MESA GATEWAY 7316 E. RAY RD.MESA,",AZ 85212 U.S.A.,MESA AZ 85212 US,MESA AZ85212 US,,,,TRADITIONAL HANDICRAFTS CENTRE,"A 51-52, M.I.A.,BASNI IIND PHASE,",RAJASTHAN,JODHPUR 342005 IN,JODHPUR342005 IN,,,
202001043261,PRAXAIR ELECTRONICS MRC,542 ROUTE 303,,,,ORANGEBURGE,10962,AE,"PRAXAIR SURFACE TECHNOLOGIES, INC.,","TAIWAN BRANCH 6FL, -1 NO.85,","GUANGMING 6TH RD., ZHUBEI CITY",,,HSINCHU COUNTY,,TW
202001043262,SAINT GOBAIN PPL CORP.,717 PLANTATION STREET,,,,WORCESTER,01605,US,TAIMIDE TECHNOLOGY INCORPORATION,"NO.127, SEC.3 WENDER RD., SHINPU","JEN,",,,HSINCHU HSIEN,,TW
202001043264,PHOENIX CONTACT DEVELOPMENT &,"MANUFACTURING WAREHOUSE 200,","586 FULLING MILL ROAD,",,,MIDDLETOWN,17057,US,MITWELL INC,"9F., NO.242, BO-AI ST., SHULIN","DIST.,",,,NEW TAIPEI CITY,23845,TW
202001043273,IOW IMPORTS LLC,535 POINTE SOUTH DR,,,,SAVANNAH,31410,US,HELSTON GUNSMITHS,WATER-MA-TROUT,,,,HELSTON,,GB
202001043273,IOW IMPORTS LLC,535 POINTE SOUTH DR,,,,SAVANNAH,31410,US,HELSTON GUNSMITHS,WATER-MA-TROUT,,,,HELSTON,,GB
202001043273,IOW IMPORTS LLC,535 POINTE SOUTH DR,,,,SAVANNAH,31410,US,HELSTON GUNSMITHS,WATER-MA-TROUT,,,,HELSTON,,GB
202001043273,IOW IMPORTS LLC,535 POINTE SOUTH DR,,,,SAVANNAH,31410,US,HELSTON GUNSMITHS,WATER-MA-TROUT,,,,HELSTON,,GB
202001043273,IOW IMPORTS LLC,535 POINTE SOUTH DR,,,,SAVANNAH,31410,US,HELSTON GUNSMITHS,WATER-MA-TROUT,,,,HELSTON,,GB
202001043273,IOW IMPORTS LLC,535 POINTE SOUTH DR,,,,SAVANNAH,31410,US,HELSTON GUNSMITHS,WATER-MA-TROUT,,,,HELSTON,,GB
202001043273,IOW IMPORTS LLC,535 POINTE SOUTH DR,,,,SAVANNAH,31410,US,HELSTON GUNSMITHS,WATER-MA-TROUT,,,,HELSTON,,GB
202001043273,IOW IMPORTS LLC,535 POINTE SOUTH DR,,,,SAVANNAH,31410,US,HELSTON GUNSMITHS,WATER-MA-TROUT,,,,HELSTON,,GB
202001043281,MORRISON EXPRESS CORPORATION,(U.S.A.),"7029 PEARL ROAD,SUITE 350","MIDDLEBURG HEIGHTS,OH 44130,USA",TEL:1-440-882-5650@@,,,,MORRISON EXPRESS CORP.(SHANGHAI),LTD.,"21F,137 XIAN XIA ROAD,CHANGNING",DISTRICT SHANGHAI 200051,CHINA@,,,
202001043315,NICHIRIN TENNESSEE INC.,.,"1620 OLD BELFAST ROAD, LEWISBURG TE",LEWISBURG TN 37091 US,,,,,"THAI OKAWA CO.,LTD.",.,"500 3 MOO 3 TAMBOL TASIT, AMPHUR PL",RAYONG 21140 TH,,,,
202001043316,"NICHIRIN TENNESSEE,",.,"1620 OLD BELFAST RD, LEWISBURG,",LEWISBURG TN 37091 US,,,,,"NAKASHIMA RUBBER (THAILAND) CO.,LTD",.,"39 MOO 9, ROJANA INDUSTRIAL PARK,",AYUTTHAYA 13210 TH,,,,
202001043320,"SMUCKER MANUFACTURING,INC.",.,ONE STRAWBERRY LANE ORRVILLE OH 446,67 US,,,,,"THAI UNION MANUFACTURING CO., LTD.",.,30 2 MOO 8 SAMUT SAKORN 74000 TH,,,,,
202001043335,"SMUCKER MANUFACTURING, INC.",.,ONE STRAWBERRY LANE ORRVILLE OH 446,67 US,,,,,"ASIAN ALLIANCE INTERNATIONAL CO.,",LTD,"8 8 MOO 3, BANBOR, MUANG SAMUT SAKO",RN 74000 TH,,,,
202001043339,THE CHILDREN S PLACE SERVICES,.,500 PLAZA DRIVE SECAUCUS NJ 07094 U,S,,,,,"UNIVERSAL APPAREL CO., LTD.",.,"65 MOO 3, BANG-NAMCHOED SAMUTSAKORN",7400 TH,,,,
202001043366,MODI SYSTEMS INC,"88 SOUTH STATE STREET, SUITE 2",HACKENSACK 07601 US,,,,,,CASALI SPA,Z.I. CIAF,CASTELFERRETTI 60015 IT,,,,,
202001043375,MONTEREY BAY SPICE COMPANY,"237 WALKER STREET,",WATSONVILLE CA 95076 UNITED STATES,,,,,,SWANI SPICE MILLS PVT.LIMITED.,"4, HARI NIWAS, `C ROAD,",CHURCHGATE,MUMBAI - 400 020 (INDIA),,,,
202001043383,MS CRYSTAL SERENITY IN TRANSIT C/O,"BLUE WATER SHIPPING INC, US","9710 NW 110TH AVENUE, SUITE 19","FL 3318, MIAMI, USA",,,,,CRYSTAL CRUISES INC.,"WILLSHIRE BOULEVARD, SUITE 900",CA 90025 LOS ANGELES,USA,,,,
202001043394,"BIG LOTS STORES, INC C/O YUSEN LOGI",YUSEN LOGISTICS (DECONSOLIDATION),102 NORWEST COURT,,,POOLER,31322,US,YUSEN LOGISTICS (ITALY) S.P.A.,"VIA PRIVATA PIEMONTE ,1",,,,ARLUNO,20010,IT
202001043395,AMES TILE AND STONE LTD,301 415 BOYNE STREET,,,,NEW WESTMINSTER,V3M 5K2,CA,COOPERATIVA CERAMICA D'IMOLA S.C.,"VIA V. VENETO, 13",,,,IMOLA,40026,IT
202001043398,GENERAL NOLI CANADA,2030-5200 MILLER ROAD,RICHMOND - VANCOUVER V7B 1K5,,,RICHMOND - VANCOUVE,V7B 1K5,CA,GENERAL NOLI SPEDIZIONI,INTERNAZIONALI S.P.A.,"MODENA 41123 MODENA, MO ITALY",,,VIA SALLUSTIO N. 3,41123,IT
202001043399,VIA ISABELLA IMPORTERS LLC,642 N DEARBORN STREET,,,,CHICAGO,60654,US,SA.NI.MA. S.A.S.,VIA LIBICA - SALINE GALIA,,,,TRAPANI,91100,IT
202001043403,MAMA ROSIE'S CO INC,10 DORRANCE STREET,,,,BOSTON,02129,US,SA.NI.MA. S.A.S.,VIA LIBICA - SALINE GALIA,,,,TRAPANI,91100,IT
202001043409,DSV AIR & SEA INC. (,"4975 LACROSS ROAD, SUITE 305,","CHARLESTON, 29406 SC",,,"CHARLESTON, 29406 S",29406,US,PANALPINA WORLD TRANSPORT (PRC),LTD. ZHONGSHAN BRANCH (,),,,"RM 1101-1103,11/F D",,CN
202001043411,PANDA LOGISTICS USA,"1 CIVIC PLAZA DRIVE, SUITE #555","CARSON, CA 90745",TEL: 310-635-1990,FAX: 310-635-1433,,,,"CAS INTERNATIONAL CO., LTD",GLOBAL SHIPPING PLAZA 269,"NINGDONG RD,","SUITE 3102 NINGBO,CHINA.",,,,
202001043420,"PRIME SHIPPING INT'L,INC.","17595 ALMAHURST RD.,SUITE 209 CITY",OF INDUSTRY CA 91748,TEL:626-709-4198,FAX:626-228-2205,,,,LECKY ARCHITECTURAL METAL,"(BAODING) CO., LTD.",GUSHANG VILLAGE WANGTING TOWN,"QINGYUAN BAODING CITY, HEBEI","PROVINCE 071000, P.R.CHINA",,,
202001043425,AIR 7 SEAS TRANSPORT LOGISTICS,"INC USA, 1815 HOURET CT, MILPITAS,","CA 95035,USA INTL",USA TOLL FREE 800-224-6342,X EXT 476,,,,"20CUBE LOGISTICS PVT. LTD.,","4TH FLOOR, PLOT NO. A 56,","P & S CORPORATE HOUSE, ROAD NO. 1,","BEHIND TUNGA INTERNATIONAL,",MIDC ANDHERI EAST MUMBAI 400093,,,
